2013,1,2586,92 (91),7/11/2021,NYY,,KCR,"W,8-4",GS-8,4,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,2,0.97,-0.041,1.09,-0.0003,-0.35,DH
2013,2,2587,105 (12),7/28/2021,NYY,,TBR,"W,6-5",CG,5,4,2,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.375,0.444,0.75,1.194,2,1.44,0.119,1.21,0.0006,1.48,SS
2013,3,2588,106,7/30/2021,NYY,@,LAD,"L,2-3",CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.308,0.5,0.808,2,1.07,-0.09,0.87,-0.0004,-0.59,SS
2013,4,2589,107,7/31/2021,NYY,@,LAD,"W,3-0",GS-9,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2,0.294,0.4,0.694,2,0.97,0.041,0.6,0.0002,0.06,SS
2013,5,2590,108,8/2/2021,NYY,@,SDP,"L,2-7",CG,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211,0.286,0.368,0.654,2,0.69,-0.03,0.47,-0.0001,-0.28,SS
2013,6,2591,131 (22),8/26/2021,NYY,@,TOR,"L,2-5",CG,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0.182,0.28,0.318,0.598,2,1.42,-0.063,1.19,-0.0003,-0.65,SS
2013,7,2592,132,8/27/2021,NYY,@,TOR,"W,7-1",CG,5,5,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.222,0.3,0.333,0.633,2,0.27,0.042,0.18,0.0002,0.28,SS
2013,8,2593,133,8/28/2021,NYY,@,TOR,"L,2-7",CG,4,4,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0.226,0.294,0.355,0.649,2,0.44,0.011,0.37,0.0001,-0.34,SS
2013,9,2594,134,8/30/2021,NYY,,BAL,"W,8-5",CG,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.206,0.289,0.324,0.613,2,0.75,-0.019,0.56,-0.0001,0.03,SS
2013,10,2595,135,8/31/2021,NYY,,BAL,"W,2-0",CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0.184,0.262,0.289,0.551,2,1.24,-0.183,1.13,-0.001,-2.11,SS
2013,11,2596,136,9/1/2021,NYY,,BAL,"L,3-7",CG,5,4,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0.167,0.234,0.262,0.496,2,1.01,-0.073,1.08,-0.0005,-1.28,DH
2013,12,2597,137,9/2/2021,NYY,,CHW,"W,9-1",GS-8,4,4,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.196,0.255,0.283,0.538,2,0.51,0.089,0.39,0.0004,1.61,SS
2013,13,2598,138,9/3/2021,NYY,,CHW,"W,6-4",CG,4,3,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.224,0.291,0.306,0.597,2,0.87,0.042,0.82,0.0002,0.45,DH
2013,14,2599,139,9/4/2021,NYY,,CHW,"W,6-5",CG,4,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.212,0.288,0.288,0.577,2,0.57,-0.065,0.6,-0.0004,-0.57,SS
2013,15,2600,140,9/5/2021,NYY,,BOS,"L,8-9",CG(10),5,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.2,0.297,0.273,0.57,2,1.18,0.054,1.44,0.0004,0.25,SS
2013,16,2601,141,9/6/2021,NYY,,BOS,"L,8-12",CG,5,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.186,0.29,0.254,0.544,2,0.39,-0.011,0.39,-0.0001,-0.65,DH
2013,17,2602,142,9/7/2021,NYY,,BOS,"L,9-13",GS-6,4,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.19,0.288,0.254,0.542,2,0.6,-0.036,0.46,-0.0002,0.15,SS
