Year,Rk,Gcar,Gtm,Date,Tm,Column1,Opp,Rslt,Inngs,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,BOP,aLI,WPA,acLI,cWPA,RE24,Pos
2010,39,800,44,23-May,NYY,@,NYM,"L,4-6",CG,4,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.299,0.389,0.526,0.914,6,0.52,-0.032,0.68,-0.03%,0.05,RF
2010,40,801,45,May 25 susp,NYY,@,MIN,"W,1-0",CG,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.293,0.381,0.514,0.896,6,0.99,-0.078,1.43,-0.07%,-0.68,RF
2010,41,802,46,26-May,NYY,@,MIN,"W,3-2",CG,5,5,1,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0.297,0.382,0.538,0.92,2,1.05,0.356,1.48,0.30%,0.59,RF
2010,42,803,47,27-May,NYY,@,MIN,"L,2-8",CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.295,0.379,0.53,0.909,6,0.84,-0.035,1.17,-0.03%,-0.47,RF
2010,43,804,48,28-May,NYY,,CLE,"W,8-2",CG,5,4,1,2,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0.301,0.385,0.549,0.934,5,0.78,0.192,1.03,0.15%,1.8,RF
2010,44,805,49,29-May,NYY,,CLE,"L,11-13",CG,6,5,2,3,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0.31,0.394,0.557,0.951,2,1.24,0.132,1.82,0.12%,2.26,RF
2010,45,806,50,30-May,NYY,,CLE,"W,7-3",CG,4,4,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.315,0.397,0.556,0.952,6,1.04,-0.055,1.36,-0.04%,0.02,RF
2010,46,807,51,31-May,NYY,,CLE,"W,11-2",CG,5,5,2,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0.317,0.397,0.563,0.96,6,0.57,0.028,0.77,0.02%,0.25,RF
2010,47,808,52,1-Jun,NYY,,BAL,"W,3-1",CG,4,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.312,0.394,0.553,0.947,2,1.28,-0.017,1.74,-0.01%,-0.36,RF
2010,48,809,53,2-Jun,NYY,,BAL,"W,9-1",GS-9,5,5,0,3,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0.32,0.399,0.56,0.959,2,0.59,0.103,0.79,0.08%,2.38,RF
2010,49,810,54,3-Jun,NYY,,BAL,"W,6-3",CG,5,4,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.318,0.399,0.553,0.952,2,0.54,0.022,0.74,0.02%,0.13,RF
2010,50,811,55,4-Jun,NYY,@,TOR,"L,1-6",CG,4,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0.315,0.401,0.547,0.948,2,0.96,-0.047,1.61,-0.05%,-0.14,RF
2010,51,812,56,5-Jun,NYY,@,TOR,"L,2-3",CG(14),6,4,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0.314,0.404,0.546,0.95,2,1.43,0.073,2.33,0.07%,0.45,RF
2010,52,813,57,6-Jun,NYY,@,TOR,"W,4-3",CG,5,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.305,0.394,0.532,0.926,2,1.4,-0.224,2.44,-0.23%,-1.58,RF
2010,53,814,58,8-Jun,NYY,@,BAL,"W,12-7",CG,6,6,2,3,1,0,1,5,0,0,2,0,0,0,1,0,0,0,0.311,0.397,0.551,0.948,2,0.54,0.189,0.73,0.15%,4.3,RF
