Year,Rk,Gcar,Gtm,Date,Tm,Column1,Opp,Rslt,Inngs,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,BOP,aLI,WPA,acLI,cWPA,RE24,Pos
1999,61,429,129,Aug 26,COL,@,PIT,"L,4-8",CG,4,4,1,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.335,0.397,0.576,0.973,2,0.57,0.003,0,0,0.45,LF
1999,62,430,130,Aug 28 (1),COL,,PHI,"W,11-6",7-GF,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.339,0.403,0.579,0.982,9,1.12,0.076,0,0,0.65,PH 2B
1999,63,431,131,Aug 28 (2),COL,,PHI,"W,4-0",8-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337,0.401,0.576,0.977,6,0.06,-0.002,0,0,-0.15,PH 2B
1999,64,432,132,Aug 29,COL,,PHI,"W,6-5",4-GF,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.331,0.395,0.566,0.961,5,1.25,-0.057,0,0,-1.07,3B
1999,65,433,133,Aug 30,COL,,PIT,"L,8-11",CG,5,4,2,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.341,0.405,0.57,0.975,2,0.96,0.074,0,0,1.51,3B
1999,66,434,134,Aug 31,COL,,PIT,"L,8-9",CG(10),6,5,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.342,0.408,0.571,0.978,2,1.69,-0.184,0,0,-0.26,2B CF
1999,67,435,135,Sep 1,COL,,PIT,"L,8-9",GS-9,5,5,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.344,0.407,0.566,0.974,2,0.52,-0.015,0,0,-0.23,2B
1999,68,436,136,Sep 3,COL,@,NYM,"W,5-2",9-9,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.342,0.406,0.563,0.969,9,1.86,-0.047,0,0,-0.17,PH
1999,69,437,137,Sep 4,COL,@,NYM,"L,2-4",CG,5,5,1,1,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0.338,0.401,0.559,0.96,2,1.76,-0.16,0,0,-1.23,LF
1999,70,438,139 (1),Sep 6,COL,@,MON,"W,5-3",CG,5,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0.338,0.405,0.556,0.961,2,0.65,0.033,0,0,0.32,2B LF
1999,71,439,140,Sep 7,COL,@,MON,"L,1-4",8-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337,0.404,0.553,0.956,9,1.7,-0.04,0,0,-0.37,PH 2B
1999,72,440,141,Sep 8,COL,@,MON,"W,5-1",CG,4,3,2,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0.337,0.405,0.55,0.955,2,0.49,0.061,0,0,1.13,2B
1999,73,441,142,Sep 10,COL,,MIL,"W,15-3",8-GF,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0.408,0.552,0.959,6,0,0,0,0,0.42,3B
1999,74,442,143,Sep 11,COL,,MIL,"W,7-6",9-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,0.34,0.408,0.552,0.959,9,,,,,,CF
