Rk,Gcar,Gtm,Date,Tm,Column1,Opp,Rslt,Inngs,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,BOP,aLI,WPA,acLI,cWPA,RE24,Pos
1,1747,1,Apr 2,NYY,,TBD,"W,9-5",CG,5,5,2,2,0,0,1,2,0,0,1,0,0,0,0,0,1,0,0.4,0.4,1,1.4,4,1.35,0.06,1.45,0.0004,1.39,3B
2,1748,2,Apr 5,NYY,,TBD,"L,6-7",CG,5,5,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.3,0.3,0.7,1,4,3.05,-0.304,3.47,-0.0021,-1.31,3B
3,1749,3,Apr 6,NYY,,BAL,"L,4-6",CG,5,4,1,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0.286,0.333,0.643,0.976,4,1.58,0.002,1.69,0,0.34,3B
4,1750,4,Apr 7,NYY,,BAL,"W,10-7",CG,5,4,4,3,1,0,2,6,1,0,0,0,0,0,0,0,0,0,0.389,0.45,1.056,1.506,4,2.76,0.936,2.93,0.006,5.74,3B
5,1751,5,Apr 8,NYY,,BAL,"L,4-6",CG,4,3,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0.381,0.458,1.095,1.554,4,1.08,0.136,1.18,0.0009,1.57,3B
6,1752,6,Apr 9,NYY,@,MIN,"W,8-2",CG,5,4,1,1,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0.36,0.448,1.08,1.528,4,0.45,0.019,0.42,0.0001,2.22,3B
7,1753,7,Apr 10,NYY,@,MIN,"W,10-1",CG,5,3,1,1,0,0,1,2,2,1,1,0,0,0,0,0,0,0,0.357,0.471,1.107,1.578,4,0.26,0.175,0.25,0.001,2.43,3B
8,1754,8,Apr 11,NYY,@,MIN,"L,1-5",CG,4,3,0,1,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0.355,0.447,1.065,1.512,4,1.27,-0.015,1.37,-0.0001,0.43,3B
9,1755,9,Apr 13,NYY,@,OAK,"L,4-5",CG(11),5,4,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.371,0.465,1,1.465,4,1.86,0.053,1.91,0.0003,0.46,3B
10,1756,10,Apr 14,NYY,@,OAK,"W,4-3",CG(13),6,5,1,1,0,0,1,1,1,0,3,0,0,0,0,0,0,0,0.35,0.449,0.975,1.424,4,2.34,-0.208,2.29,-0.0012,-0.44,3B
11,1757,11,Apr 15,NYY,@,OAK,"L,4-5",CG,4,3,1,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0.372,0.453,0.977,1.43,4,1.17,0.11,1.19,0.0007,0.55,3B
12,1758,12,Apr 17,NYY,,CLE,"W,10-3",CG,5,5,1,2,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0.375,0.448,0.979,1.427,4,0.59,0.148,0.58,0.0009,1.23,3B
13,1759,13,Apr 18,NYY,,CLE,"W,9-2",GS-8,4,4,2,1,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0.365,0.435,0.981,1.416,4,0.86,-0.056,0.87,-0.0003,0.51,3B
14,1760,14,Apr 19,NYY,,CLE,"W,8-6",CG,5,5,1,1,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0.351,0.418,0.965,1.383,4,2.83,0.603,3,0.0038,1.07,3B
15,1761,15,Apr 20,NYY,@,BOS,"L,6-7",CG,5,5,3,3,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0.371,0.431,1.048,1.479,4,1.66,0.305,2.03,0.0022,3.68,3B
16,1762,16,Apr 21,NYY,@,BOS,"L,5-7",CG,4,4,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.379,0.434,1.03,1.465,4,1.23,0.087,1.46,0.0006,1,3B
17,1763,17,Apr 22,NYY,@,BOS,"L,6-7",CG,5,4,2,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0.371,0.432,0.986,1.418,4,1.53,-0.059,1.75,-0.0004,-0.35,3B
18,1764,18,Apr 23,NYY,@,TBD,"L,8-10",CG,5,5,4,4,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0.4,0.453,1.053,1.507,4,0.94,0.224,0.94,0.0014,3.73,3B
19,1765,19,Apr 24,NYY,@,TBD,"L,4-6",CG,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.385,0.444,1.013,1.457,4,0.9,-0.05,0.89,-0.0003,-0.39,3B
20,1766,20,Apr 26,NYY,,TOR,"L,0-6",CG,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.378,0.436,0.976,1.412,4,0.8,0.008,0.75,0.0001,-0.15,3B
21,1767,21,Apr 27,NYY,,BOS,"L,4-11",CG,4,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.365,0.429,0.941,1.37,4,1.17,-0.053,1.09,-0.0003,-0.36,3B
22,1768,22,Apr 28,NYY,,BOS,"W,3-1",CG,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.348,0.412,0.899,1.311,4,1.4,-0.141,1.23,-0.0007,-2.2,3B
23,1769,23,Apr 29,NYY,,BOS,"L,4-7",CG,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.355,0.415,0.882,1.297,4,1.35,0.005,1.29,0,-0.04,3B
24,1770,24,May 1,NYY,@,TEX,"W,10-1",CG,5,4,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.371,0.432,0.887,1.319,4,0.46,0.039,0.33,0.0002,1.89,3B
25,1771,25,May 3 (1),NYY,@,TEX,"W,4-3",CG,4,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.36,0.426,0.86,1.286,4,1.26,-0.066,1.01,-0.0003,-0.3,3B
26,1772,26,May 3 (2),NYY,@,TEX,"W,5-2",CG,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365,0.429,0.846,1.275,4,0.88,-0.031,0.76,-0.0002,-0.38,3B
27,1773,27,May 4,NYY,,SEA,"L,11-15",CG,5,5,1,2,1,0,0,3,0,0,1,0,0,0,0,1,0,0,0.367,0.427,0.835,1.262,4,0.91,0.239,0.82,0.0013,1.59,3B
28,1774,28,May 5,NYY,,SEA,"W,8-1",GS-8,4,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.366,0.43,0.821,1.251,4,0.76,0.035,0.66,0.0002,0.84,3B
29,1775,29,May 6,NYY,,SEA,"W,5-0",CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.353,0.417,0.793,1.21,4,0.96,-0.106,0.86,-0.0006,-1.65,3B
30,1776,30,May 7,NYY,,SEA,"L,2-3",CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.35,0.412,0.775,1.187,4,1.24,-0.101,1.22,-0.0006,-1.02,3B
31,1777,31,May 8,NYY,,TEX,"W,8-2",CG,5,3,2,2,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0.358,0.426,0.797,1.222,4,0.56,0.051,0.5,0.0003,1.73,3B
32,1778,32,May 9,NYY,,TEX,"W,6-2",CG,4,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.352,0.428,0.784,1.212,4,0.55,0.045,0.49,0.0002,0.57,3B
