Rk,Gcar,Gtm,Date,Tm,Column1,Opp,Rslt,Inngs,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,BOP,aLI,WPA,acLI,cWPA,RE24,Pos
1,514,1,Apr 5,SEA,,CHW,"L,2-8",CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0.76,-0.081,0.77,-0.0005,-0.88,SS
2,515,2,Apr 6,SEA,,CHW,"L,3-11",GS-7,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.143,0,0.143,2,0.77,-0.019,0.75,-0.0001,-0.12,SS
3,516,35 (32),May 14,SEA,,KCR,"L,7-12",CG,5,4,2,2,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0.2,0.333,0.5,0.833,2,1.07,0.132,0.91,0.0007,1.28,SS
4,517,36,May 15,SEA,,KCR,"L,10-11",CG,5,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.143,0.294,0.357,0.651,2,0.99,-0.101,0.79,-0.0005,-1.29,SS
5,518,37,May 16,SEA,,KCR,"W,5-1",CG,4,3,2,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0.235,0.381,0.529,0.91,2,0.49,0.117,0.33,0.0005,1.53,SS
6,519,38,May 17,SEA,,MIN,"W,15-5",GS-8,5,5,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.227,0.346,0.591,0.937,2,0.55,-0.006,0.4,0,-0.29,SS
7,520,39,May 18,SEA,,MIN,"W,10-1",GS-7,4,2,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0.25,0.4,0.583,0.983,2,0.46,0.029,0.38,0.0001,1.22,SS
8,521,40,May 19,SEA,,MIN,"W,7-0",CG,4,4,2,2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0.286,0.412,0.786,1.197,2,0.52,0.14,0.47,0.0008,3.18,SS
9,522,41,May 21,SEA,@,KCR,"W,5-2",CG,5,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.25,0.385,0.688,1.072,2,0.47,-0.026,0.48,-0.0002,-0.58,SS
10,523,42,May 22,SEA,@,KCR,"W,7-4",CG,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243,0.364,0.622,0.985,2,0.86,-0.025,0.95,-0.0002,-0.29,SS
11,524,43,May 23,SEA,@,KCR,"L,4-5",CG,4,4,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.268,0.375,0.634,1.009,2,0.87,0.059,0.99,0.0004,0.25,SS
