Rk,Gcar,Gtm,Date,Tm,Column1,Opp,Rslt,Inngs,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,BOP,aLI,WPA,acLI,cWPA,RE24,Pos
92,427,95,21-Jul,TEX,@,DET,"L,1-4",CG,4,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.353,0.395,0.631,1.026,5,1.31,-0.142,1.61,-0.11%,-0.89,CF
93,428,96,22-Jul,TEX,,LAA,"W,3-2",CG,4,3,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0.353,0.396,0.631,1.027,5,0.99,0.133,1.98,0.16%,0.97,LF
94,429,97,23-Jul,TEX,,LAA,"W,1-0",CG,3,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.354,0.398,0.63,1.028,5,0.69,0.038,1.27,0.04%,0.49,CF
95,430,98,24-Jul,TEX,,LAA,"L,2-6",CG,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353,0.397,0.629,1.026,5,0.66,-0.048,1.05,-0.05%,-0.26,LF
96,431,99,25-Jul,TEX,,LAA,"W,6-4",CG,4,4,1,3,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0.357,0.4,0.635,1.035,5,0.8,0.225,1.52,0.26%,2.26,CF
97,432,100,27-Jul,TEX,,OAK,"W,3-1",CG(10),5,4,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.358,0.402,0.634,1.036,5,1.07,0.044,1.55,0.04%,0.44,LF
98,433,101,28-Jul,TEX,,OAK,"L,1-3",CG,4,3,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0.358,0.403,0.632,1.035,5,1.66,-0.057,2.19,-0.05%,-0.59,LF
99,434,102,29-Jul,TEX,,OAK,"W,7-4",CG,4,4,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.362,0.407,0.635,1.042,3,0.86,0.13,1.27,0.12%,0.78,CF
100,435,103,30-Jul,TEX,@,LAA,"L,7-9",GS-7,4,3,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.362,0.407,0.636,1.043,3,1.09,0.051,1.36,0.04%,0.79,LF CF
101,436,105 (1),1-Aug,TEX,@,LAA,"L,1-4",7-Jul,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.362,0.409,0.636,1.044,9,1.86,0.042,2.28,0.03%,0.23,PH
