Year,Rslt,H,HR,SB,BB,WPA
1998,"L,4-5",0,0,1,1,0.071
1998,"W,12-3",2,0,0,0,-0.014
1998,"W,14-4",3,0,0,0,0.022
1998,"W,12-0",3,0,0,0,0.106
1998,"W,7-5",0,0,1,2,0.020
1998,"L,9-12",0,0,0,1,0.005
1998,"W,8-3",1,0,1,1,-0.070
1998,"W,6-2",1,0,0,1,0.041
1998,"L,2-3",1,0,0,0,-0.095
1998,"L,7-13",2,0,1,0,-0.040
1998,"W,5-4",0,0,0,0,-0.306
1998,"W,6-3",2,1,0,0,0.211
1998,"W,7-1",2,0,0,0,0.133
1998,"L,4-7",0,0,0,1,-0.050
1998,"W,5-3",1,0,0,0,-0.002
1998,"L,0-11",1,0,0,1,0.009
1998,"W,6-4",1,0,0,0,-0.091
1998,"L,2-7",1,1,0,0,0.066
1998,"W,10-6",1,0,0,0,-0.019
1998,"W,6-0",0,0,0,1,0.030
1998,"W,8-4",2,0,0,0,0.034
1998,"W,7-2",1,0,0,0,0.004
1998,"L,1-2",1,0,0,0,-0.048
1998,"W,9-2",1,0,0,1,0.045
1998,"W,5-2",0,0,0,0,-0.108
1998,"W,9-8",3,1,0,0,-0.089
1998,"W,3-2",2,0,0,0,0.113
1998,"W,4-3",2,0,1,1,0.094
1998,"W,1-0",1,0,0,1,-0.022
1998,"W,2-0",0,0,0,0,-0.048
1998,"W,8-4",1,0,0,0,-0.077
1998,"W,2-0",0,0,0,0,-0.150
1998,"W,9-2",2,0,0,0,-0.030
1998,"L,1-4",2,0,0,0,-0.100
1998,"W,7-1",2,0,0,0,-0.072
1998,"W,11-0",0,0,0,0,-0.055
1998,"L,1-3",1,0,0,0,-0.045
1998,"L,6-9",4,0,0,0,0.136
1998,"W,10-3",2,0,0,0,-0.119
1998,"L,3-9",1,0,0,1,0.029
1998,"L,3-4",4,0,2,1,0.159
1998,"W,4-3",2,0,0,1,0.152
1998,"W,5-1",2,1,2,1,0.151
1998,"W,13-2",1,0,0,1,0.004
1998,"W,5-4",0,0,0,1,-0.065
1998,"L,2-6",2,0,0,0,-0.002
1998,"W,6-3",0,0,1,0,-0.037
1998,"W,9-3",2,1,0,0,0.054
1998,"L,5-10",2,1,0,0,0.089
1998,"W,3-0",1,0,1,1,0.145
1998,"W,5-3",1,0,0,0,0.001
1998,"W,5-2",2,1,0,1,0.167
1998,"L,3-6",1,0,0,0,0.049
1998,"W,14-1",2,0,0,1,0.099
1998,"W,10-4",2,0,0,1,0.083
1998,"W,10-5",1,0,0,0,0.230
1998,"L,1-3",1,0,1,0,-0.031
1998,"W,8-2",1,0,1,2,0.048
1998,"W,14-2",0,0,0,0,-0.073
1998,"W,14-1",2,0,0,0,0.076
1998,"W,5-4",1,0,1,1,0.185
1998,"W,7-3",2,0,0,0,0.163
1998,"W,7-0",3,0,0,0,0.099
1998,"W,11-2",1,0,0,0,-0.036
1998,"W,2-0",0,0,0,0,-0.031
1998,"W,6-4",2,0,0,0,0.004
1998,"L,5-16",2,0,0,1,-0.002
1998,"W,6-5",3,1,0,0,0.040
1998,"W,7-1",0,0,0,2,-0.023
1998,"W,3-2",1,0,0,2,0.037
1998,"L,3-5",0,0,0,1,0.032
1998,"L,4-9",1,0,0,0,-0.051
1998,"W,5-0",2,1,0,1,0.121
1998,"W,12-9",3,0,0,1,0.380
1998,"L,10-12",3,0,0,0,0.024
1998,"L,3-7",0,0,0,1,-0.028
1998,"L,6-7",4,0,0,0,-0.160
1998,"L,4-6",1,0,0,0,0.021
1998,"W,7-6",2,0,1,0,0.367
1998,"W,6-5",2,0,0,3,0.340
1998,"W,10-3",1,0,0,0,-0.035
1998,"W,11-6",3,1,0,0,0.079
1998,"L,3-13",1,0,0,0,-0.008
1998,"W,7-0",1,0,0,0,0.039
1998,"L,0-2",2,0,0,0,-0.077
1998,"W,11-6",2,0,1,0,0.206
1998,"L,5-9",1,0,0,1,-0.013
1998,"L,5-6",0,0,0,0,-0.039
1998,"L,3-4",1,0,1,0,0.049
1998,"W,3-2",0,0,0,2,0.016
1998,"W,7-5",2,2,0,0,0.152
1998,"W,8-5",0,0,0,0,-0.116
1998,"L,4-5",0,0,0,0,-0.124
1998,"L,3-5",1,0,1,0,0.129
1998,"L,3-5",1,0,0,1,0.052
1998,"W,3-0",0,0,0,0,-0.077
1998,"L,4-9",1,0,0,0,-0.023
1998,"L,0-7",1,0,0,1,-0.059
1998,"W,4-0",1,0,0,0,-0.043
1998,"W,15-5",1,0,1,1,-0.007
1998,"L,3-5",2,0,1,0,0.009
1998,"W,5-4",3,0,0,1,0.104
1998,"L,1-4",2,0,0,1,0.095
1998,"W,5-1",0,0,0,0,0.011
1998,"W,8-4",0,0,0,0,-0.125
1998,"W,5-2",1,0,0,0,0.146
1998,"W,6-1",2,0,0,0,0.071
1998,"W,3-1",1,0,0,0,-0.030
1998,"W,8-3",1,0,0,0,-0.021
1997,"L,2-4",0,0,0,0,-0.084
1997,"W,16-2",1,0,0,1,-0.026
1997,"L,2-4",3,0,1,1,0.324
1997,"W,10-5",4,0,1,0,0.022
1997,"L,0-3",2,0,0,0,0.020
1997,"W,5-3",3,0,0,2,0.187
1997,"L,9-10",3,0,0,0,0.197
1997,"W,12-5",1,0,0,1,0.095
1997,"L,1-3",1,0,0,1,-0.045
1997,"W,3-2",2,1,0,0,0.089
1997,"L,4-7",0,0,0,1,-0.019
1997,"L,1-5",0,0,0,1,-0.016
1997,"L,5-6",1,0,0,2,0.118
1997,"L,4-7",1,0,0,0,-0.035
1997,"L,4-5",0,0,0,2,-0.036
1997,"W,10-4",0,0,0,1,-0.033
1997,"W,3-2",1,0,0,1,-0.008
1997,"L,7-8",1,0,1,1,0.033
1997,"W,4-3",3,0,1,1,0.051
1997,"W,10-2",1,0,0,0,0.043
1997,"W,10-5",2,0,0,0,0.092
1997,"L,3-9",3,0,0,0,0.060
1997,"W,10-2",0,0,0,0,-0.066
1997,"W,7-1",0,0,0,1,0.022
1997,"W,6-5",0,0,0,0,-0.145
1997,"L,5-7",0,0,0,0,-0.115
1997,"W,3-2",1,0,1,1,-0.017
1997,"W,9-1",0,0,0,0,-0.025
1997,"L,1-2",0,0,0,0,-0.145
1997,"W,13-5",2,0,0,0,0.061
1997,"L,8-9",1,1,0,1,-0.005
1997,"W,7-2",1,1,0,1,0.083
1997,"W,5-2",2,0,0,0,0.058
1997,"W,5-4",1,0,0,0,-0.029
1997,"L,5-7",2,1,0,0,0.136
1997,"W,5-2",1,0,0,0,-0.036
1997,"W,3-2",1,0,0,0,-0.009
1997,"W,11-2",2,0,0,0,-0.009
1997,"W,6-5",2,0,0,0,0.059
1997,"W,8-2",1,0,0,0,-0.029
1997,"L,0-6",0,0,0,0,-0.066
1997,"W,11-5",0,0,0,1,-0.030
1997,"L,2-4",2,0,0,0,-0.137
1997,"L,0-2",2,0,0,0,-0.042
1997,"L,1-4",0,0,0,0,-0.135
1997,"L,2-8",0,0,0,0,-0.083
1997,"L,3-9",1,0,0,0,-0.072
1997,"W,4-2",0,0,0,0,-0.140
1997,"L,6-8",1,0,1,1,0.101
1997,"L,6-10",0,0,0,2,-0.001
1997,"W,6-4",0,0,0,0,-0.104
1997,"W,4-0",2,0,0,0,-0.019
1997,"L,4-10",0,0,0,0,-0.116
1997,"W,7-2",1,0,1,1,0.024
1997,"W,11-6",0,0,0,1,-0.122
1997,"W,5-2",1,0,1,1,-0.022
1997,"L,5-7",2,0,0,0,-0.011
1997,"L,7-9",2,0,0,0,0.011
1997,"W,6-3",1,0,0,1,0.089
1997,"W,2-0",0,0,0,2,-0.025
1997,"W,3-1",1,0,0,1,-0.010
1997,"W,12-1",3,0,1,1,0.109
1997,"W,7-5",0,0,0,1,-0.145
1997,"L,1-2",1,0,0,1,0.162
1997,"W,8-5",1,0,0,1,0.077
1997,"L,5-6",0,0,0,0,0.011
1997,"L,0-6",1,0,0,0,-0.029
1997,"W,6-3",3,0,0,0,0.185
1997,"W,3-2",2,0,0,0,-0.084
1997,"W,7-1",3,0,1,0,0.092
1997,"L,4-13",1,0,0,0,0.005
1997,"L,2-5",1,0,0,0,-0.045
1997,"W,5-2",1,0,0,1,0.064
1997,"W,12-9",0,0,0,1,-0.068
1997,"W,3-2",2,0,1,0,0.008
1997,"L,8-12",3,0,0,0,0.148
1997,"W,11-10",2,0,0,0,0.116
1997,"W,1-0",2,0,0,0,-0.067
1997,"L,1-3",3,0,0,1,0.070
1997,"L,0-2",0,0,0,0,-0.146
1997,"W,3-1",1,0,0,0,-0.063
1997,"L,0-1",1,0,0,0,-0.038
1997,"W,8-0",2,0,0,1,0.093
1997,"L,0-2",0,0,0,0,-0.154
1997,"W,10-3",4,0,0,0,0.103
1997,"W,3-0",0,0,1,2,-0.002
1997,"W,6-2",2,0,0,0,0.049
1997,"L,1-3",1,0,0,0,-0.075
1997,"L,2-3",1,0,0,0,-0.106
1997,"W,12-6",1,0,0,0,0.022
1997,"W,11-5",2,0,0,1,0.051
1997,"W,4-2",0,0,1,0,-0.008
1997,"L,4-6",2,0,0,0,-0.057
1997,"W,8-0",2,0,0,0,0.003
1997,"L,2-6",1,0,0,0,-0.043
1997,"W,7-3",2,0,1,1,0.061
1997,"W,9-2",1,0,1,0,-0.011
1997,"W,5-4",1,0,0,1,0.096
1997,"L,1-8",0,0,0,0,-0.062
1997,"L,7-9",2,0,0,0,-0.053
1997,"L,2-3",0,0,0,1,-0.277
1997,"W,4-3",1,0,0,0,-0.272
1997,"W,7-4",1,0,0,1,0.053
1997,"W,7-0",3,0,0,0,0.106
1997,"W,8-3",2,0,0,0,0.042
1997,"L,4-5",1,0,0,1,0.179
1997,"W,6-5",1,0,0,0,-0.048
1997,"W,5-4",0,0,0,0,-0.085
1997,"W,4-1",1,0,0,0,-0.037
1997,"L,2-6",2,0,0,1,0.099
1997,"W,4-2",2,1,0,0,-0.012
1997,"L,1-9",1,0,0,0,-0.015
1997,"W,4-1",0,0,1,1,0.099
1997,"W,9-6",3,0,1,0,-0.005
1997,"W,11-0",2,0,0,1,0.033
1997,"L,4-6",0,0,0,1,-0.015
1997,"W,9-3",1,0,0,1,0.128
1997,"W,10-5",2,0,0,1,0.032
1997,"W,5-2",2,0,0,0,0.083
1997,"L,5-8",1,0,0,0,-0.104
1997,"W,8-0",0,0,1,2,0.094
1997,"L,4-12",0,0,0,1,-0.028
1997,"W,7-3",2,0,1,0,0.027
1997,"W,8-5",3,2,0,0,0.219
1997,"W,4-3",3,0,0,0,0.226
1997,"L,5-9",1,1,0,0,-0.051
1997,"W,10-8",2,0,0,1,0.315
1997,"L,3-5",0,0,0,1,-0.181
1997,"W,18-2",1,0,0,1,0.053
1997,"L,7-8",1,0,1,1,0.142
1997,"L,3-4",0,0,0,0,-0.212
1997,"L,2-7",1,0,0,0,-0.004
1997,"W,3-2",0,0,0,1,0.068
1997,"L,1-5",0,0,0,0,-0.070
1997,"L,0-5",1,0,0,0,-0.061
1997,"L,4-5",2,0,0,1,0.102
1997,"L,2-5",1,0,0,0,-0.045
1997,"L,9-13",2,0,0,0,-0.026
1997,"L,1-4",0,0,0,0,-0.087
1997,"W,10-3",2,0,0,0,0.022
1997,"W,8-6",2,0,1,0,0.054
1997,"L,2-5",1,0,0,0,-0.100
1997,"W,14-2",1,0,0,0,0.142
1997,"W,13-5",1,0,1,2,0.056
1997,"L,1-6",0,0,0,0,-0.027
1997,"W,8-2",2,0,0,0,-0.058
1997,"W,7-6",3,0,0,0,0.486
1997,"W,2-0",1,0,0,0,-0.125
1997,"W,6-2",0,0,0,0,-0.052
1997,"L,7-9",2,0,1,1,0.109
1997,"L,0-3",0,0,0,2,0.023
1997,"W,4-3",1,0,0,2,0.295
1997,"W,5-4",1,1,0,0,-0.030
1997,"W,8-1",0,0,0,2,0.027
1997,"W,8-4",2,1,0,0,0.071
1997,"W,5-4",1,0,0,1,-0.041
1997,"W,8-2",0,0,0,2,0.036
1997,"W,6-1",2,0,0,0,-0.051
1997,"W,7-2",1,0,0,0,0.056
1996,"W,7-1",1,1,0,0,0.043
1996,"W,5-1",3,0,1,1,0.102
1996,"L,2-4",0,0,0,2,-0.022
1996,"L,2-7",1,0,1,0,-0.076
1996,"L,1-4",0,0,0,0,-0.066
1996,"W,7-3",1,0,0,1,0.024
1996,"W,5-3",0,0,0,2,0.006
1996,"W,4-3",1,0,0,0,0.048
1996,"L,6-10",1,0,0,1,0.060
1996,"W,12-3",1,0,0,2,0.016
1996,"L,3-6",2,0,0,0,-0.013
1996,"L,4-8",1,0,0,0,-0.057
1996,"L,1-7",0,0,0,0,-0.052
1996,"W,7-6",1,0,0,0,-0.067
1996,"W,6-2",3,0,0,0,0.119
1996,"L,2-5",0,0,0,0,-0.122
1996,"W,10-8",2,0,1,0,0.138
1996,"L,3-4",0,0,0,0,-0.268
1996,"W,5-4",0,0,0,0,-0.063
1996,"L,6-8",0,0,0,3,0.114
1996,"W,6-3",0,0,0,0,-0.192
1996,"W,13-10",2,0,0,1,0.001
1996,"W,11-6",1,0,0,1,0.293
1996,"W,5-1",0,0,0,0,-0.055
1996,"W,2-0",1,0,0,0,-0.030
1996,"L,5-11",1,0,0,1,0.082
1996,"W,7-1",1,0,0,0,0.025
1996,"W,10-5",3,0,0,0,0.052
1996,"W,12-5",2,0,0,0,0.039
1996,"W,10-3",1,0,0,0,-0.062
1996,"L,2-4",1,0,0,2,0.093
1996,"L,2-5",0,0,0,0,-0.105
1996,"L,5-7",1,0,0,0,-0.101
1996,"W,9-8",1,0,0,0,-0.076
1996,"W,2-0",1,0,0,0,-0.040
1996,"L,5-10",0,0,0,1,-0.039
1996,"W,8-5",2,0,0,0,0.068
1996,"W,7-3",0,0,0,1,0.057
1996,"L,1-10",0,0,0,1,-0.006
1996,"W,7-3",0,0,0,2,0.005
1996,"L,1-5",1,0,0,0,-0.052
1996,"W,4-3",2,0,0,0,-0.002
1996,"L,4-10",2,1,0,0,0.014
1996,"W,5-4",0,0,0,0,-0.052
1996,"L,3-4",1,0,0,0,-0.088
1996,"W,16-5",0,0,0,2,-0.056
1996,"L,0-4",0,0,0,0,-0.066
1996,"W,4-1",0,0,1,1,-0.057
1996,"W,11-4",2,0,2,1,0.019
1996,"W,5-4",1,0,0,0,-0.029
1996,"L,7-12",2,1,0,0,-0.024
1996,"W,8-1",1,0,0,0,-0.034
1996,"L,5-6",0,0,0,1,-0.035
1996,"L,7-9",2,0,0,0,-0.016
1996,"W,3-2",2,0,0,0,0.045
1996,"W,5-3",1,0,0,0,-0.028
1996,"W,6-4",3,0,0,0,0.085
1996,"L,4-7",0,0,0,0,-0.118
1996,"L,2-6",1,0,0,0,0.081
1996,"W,4-3",1,0,0,0,0.124
1996,"L,3-10",0,0,0,0,-0.157
1996,"W,5-4",0,0,0,0,-0.017
1996,"L,3-6",1,0,0,0,-0.051
1996,"W,2-0",0,0,0,0,-0.070
1996,"W,8-7",1,0,0,0,0.096
1996,"W,9-3",3,0,0,0,0.010
1996,"W,11-9",0,0,0,0,-0.106
1996,"W,6-5",1,0,0,1,-0.009
1996,"L,0-3",1,0,0,1,0.039
1996,"L,1-6",1,0,0,0,-0.019
1996,"W,6-2",1,0,0,0,-0.017
1996,"W,2-1",1,0,0,1,0.071
1996,"W,3-2",0,0,0,0,-0.093
1996,"L,4-7",2,0,0,0,0.010
1996,"W,4-3",0,0,0,1,-0.103
1996,"L,1-9",1,0,0,0,-0.036
1996,"W,2-0",0,0,0,0,-0.086
1996,"W,7-5",4,0,0,0,0.247
1996,"W,4-1",1,1,0,0,0.042
1996,"W,12-3",0,0,0,1,-0.001
1996,"W,2-0",0,0,0,0,-0.162
1996,"L,1-4",3,0,0,0,0.075
1996,"W,4-2",1,1,0,0,0.201
1996,"W,3-2",1,0,0,0,0.002
1996,"W,7-5",1,0,0,0,-0.041
1996,"W,4-1",1,0,0,1,-0.041
1996,"L,6-8",2,0,0,1,0.031
1996,"W,9-5",1,0,0,0,0.043
1996,"L,11-12",2,0,0,0,-0.169
1996,"L,4-16",0,0,0,0,-0.068
1996,"L,5-7",3,0,0,0,0.008
1996,"W,4-2",1,0,0,0,-0.044
1996,"L,2-3",2,0,0,0,-0.005
1996,"L,1-6",1,0,0,0,-0.045
1996,"W,6-0",0,0,0,0,-0.051
1996,"W,4-2",2,0,0,0,0.081
1996,"L,0-7",3,0,0,0,0.007
1996,"W,15-1",2,0,0,1,0.017
1996,"W,5-4",2,0,1,0,-0.049
1996,"W,3-2",1,0,0,0,-0.132
1996,"L,2-15",1,0,0,0,-0.025
1996,"L,2-9",2,0,0,0,0.013
1996,"W,6-5",0,0,0,0,-0.084
1996,"L,3-4",1,1,0,0,0.058
1996,"L,4-11",1,0,0,0,0.043
1996,"W,5-3",2,0,0,0,0.032
1996,"W,5-2",4,0,0,0,0.193
1996,"W,9-2",3,0,1,0,0.049
1996,"L,4-8",0,0,0,0,-0.118
1996,"W,8-4",1,0,0,1,0.010
1996,"L,3-5",1,0,0,0,-0.085
1996,"L,7-13",2,0,0,0,0.072
1996,"W,12-0",3,0,1,0,-0.012
1996,"L,2-3",1,0,0,0,-0.097
1996,"L,4-8",3,0,0,1,0.075
1996,"W,3-1",2,1,0,0,0.089
1996,"L,5-6",1,0,0,1,-0.076
1996,"L,3-10",0,0,0,0,-0.040
1996,"L,12-13",3,0,0,0,0.062
1996,"W,10-4",1,0,0,1,0.090
1996,"W,17-6",1,0,1,0,0.019
1996,"L,1-7",2,1,0,0,0.112
1996,"L,3-12",0,0,0,1,-0.042
1996,"W,5-3",0,0,0,0,-0.017
1996,"W,5-4",0,0,0,2,-0.062
1996,"L,4-6",1,0,0,0,-0.132
1996,"L,1-2",0,0,0,1,-0.132
1996,"L,4-7",1,0,0,0,-0.039
1996,"L,2-10",2,0,0,0,-0.061
1996,"L,3-14",1,0,0,0,-0.014
1996,"W,6-2",0,0,0,0,-0.041
1996,"W,14-3",2,0,0,0,0.057
1996,"L,0-4",2,0,0,0,0.034
1996,"W,5-0",1,0,0,0,-0.049
1996,"L,9-10",1,0,0,1,-0.012
1996,"W,10-3",3,0,1,0,0.072
1996,"W,4-3",0,0,0,1,-0.051
1996,"L,2-3",1,0,0,0,0.001
1996,"L,2-4",2,0,0,0,0.066
1996,"W,9-8",3,0,0,0,0.192
1996,"W,7-3",2,0,1,0,0.202
1996,"W,12-3",1,0,0,0,-0.012
1996,"W,4-1",2,0,0,0,0.036
1996,"W,3-1",1,0,0,0,-0.003
1996,"L,1-3",1,1,0,0,0.023
1996,"W,10-0",2,0,0,0,0.041
1996,"W,3-2",2,0,0,0,0.087
1996,"W,9-3",1,0,0,0,0.111
1996,"L,9-10",2,0,0,0,-0.021
1996,"L,2-4",1,0,0,0,-0.039
1996,"W,12-11",3,0,0,1,0.266
1996,"W,4-3",2,0,1,1,0.115
1996,"L,3-4",1,0,1,1,-0.135
1996,"W,19-2",1,0,0,0,0.086
1996,"L,5-7",0,0,0,0,-0.144
1996,"W,4-2",0,0,0,0,-0.069
1996,"L,5-6",1,1,0,0,-0.065
1995,"L,7-8",0,0,0,0,-0.231
1995,"L,3-7",2,0,0,1,0.066
1995,"L,9-11",1,0,0,1,0.072
1995,"L,2-3",0,0,0,0,-0.072
1995,"L,2-4",1,0,0,0,0.045
1995,"W,11-3",2,0,0,0,0.055
1995,"L,5-11",0,0,0,0,-0.053
1995,"L,6-8",1,0,0,0,-0.082
1995,"W,6-1",1,0,0,1,-0.014
1995,"L,3-8",1,0,0,0,0.058
1995,"L,1-11",0,0,0,0,-0.022
1995,"L,2-3",1,0,0,0,-0.023
1995,"W,10-7",1,0,0,0,-0.030
1995,"W,13-3",0,0,0,0,
1995,"W,5-4",1,0,0,0,0.105
