1995,20,37,46,6/16/2021,SEA,,MIN,"L,1-10",CG,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.29,0.29,0.387,0.677,9,0.74,-0.067,0.77,-0.0004,-0.02,SS
1995,21,38,49 (2),6/19/2021,SEA,@,CHW,"L,6-8",9-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,0.29,0.29,0.387,0.677,4,,,,,,PR
1995,22,39,50,6/20/2021,SEA,@,CHW,"W,9-5",CG,5,4,2,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0.288,0.299,0.424,0.723,6,0.71,0.091,0.74,0.0006,1.12,SS
1995,23,40,51,6/21/2021,SEA,@,CHW,"L,4-5",CG(10),4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.271,0.282,0.4,0.682,9,1.37,-0.14,1.51,-0.0009,-0.8,SS
1995,24,41,52,6/22/2021,SEA,@,CHW,"W,3-2",CG,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.257,0.267,0.378,0.645,6,0.86,-0.091,0.91,-0.0006,-0.87,SS
1995,25,42,78 (25),7/21/2021,SEA,@,TOR,"L,3-4",CG,4,3,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.26,0.278,0.416,0.694,9,0.95,0.035,0.95,0.0002,1.02,SS
1995,26,43,79,7/22/2021,SEA,@,TOR,"W,7-2",CG,5,5,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.256,0.274,0.415,0.688,2,0.83,0.053,0.75,0.0003,-0.14,SS
1995,27,44,80,7/23/2021,SEA,@,TOR,"W,6-4",CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.256,0.273,0.407,0.68,9,0.58,-0.042,0.62,-0.0003,-0.36,SS
1995,28,45,81,7/24/2021,SEA,,MIL,"L,4-6",CG,5,5,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.253,0.269,0.396,0.664,9,2.51,-0.156,3.55,-0.0013,-1.67,SS
1995,29,46,82,7/25/2021,SEA,,MIL,"W,8-6",CG,4,4,1,2,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0.263,0.278,0.432,0.71,7,0.67,0.186,0.87,0.0015,2.18,SS
1995,30,47,83,7/26/2021,SEA,,MIL,"L,3-4",CG,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255,0.27,0.418,0.688,7,0.82,-0.065,1.19,-0.0006,-0.51,SS
1995,31,48,85 (1),7/28/2021,SEA,,CLE,"L,5-6",9-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,0.255,0.27,0.418,0.688,9,,,,,,SS
1995,32,49,86,7/29/2021,SEA,,CLE,"W,5-3",CG,4,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.257,0.279,0.416,0.695,9,1.34,0.014,1.52,0.0001,0.04,SS
1995,33,50,87,7/30/2021,SEA,,CLE,"L,2-5",GS-8,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.252,0.274,0.408,0.681,9,0.61,-0.032,0.75,-0.0002,-0.31,SS
1995,34,51,89 (1),8/2/2021,SEA,@,CAL,"L,4-5",CG,4,4,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0.262,0.282,0.439,0.721,9,1.81,-0.082,1.94,-0.0005,-0.01,SS
1995,35,52,90,8/3/2021,SEA,@,CAL,"W,10-7",CG,5,5,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.259,0.278,0.438,0.716,7,0.41,-0.01,0.38,-0.0001,-0.15,SS
1995,36,53,91,8/4/2021,SEA,@,OAK,"L,8-9",CG,5,5,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.256,0.275,0.453,0.728,7,0.98,-0.056,1.11,-0.0004,0.05,SS
1995,37,54,92,8/5/2021,SEA,@,OAK,"W,15-9",CG,5,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.246,0.264,0.434,0.698,9,0.84,-0.12,0.79,-0.0007,-2.05,SS
1995,38,55,93,8/6/2021,SEA,@,OAK,"W,15-8",CG,5,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.238,0.262,0.421,0.682,9,0.87,-0.073,0.95,-0.0005,-0.86,SS
1995,39,56,94,8/7/2021,SEA,,CHW,"W,6-4",CG,4,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0.234,0.269,0.414,0.683,7,1.03,-0.047,1.2,-0.0003,-0.1,SS
1995,40,57,95,8/8/2021,SEA,,CHW,"W,10-9",GS-5,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.231,0.265,0.408,0.672,7,0.91,-0.065,1.18,-0.0005,-0.77,SS
1995,41,58,96,8/9/2021,SEA,,CHW,"W,11-8",7-GF,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.229,0.263,0.405,0.667,8,0.05,-0.001,0.06,0,-0.35,SS
1995,42,59,99 (2),8/13/2021,SEA,@,KCR,"L,3-6",GS-9,3,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.231,0.264,0.403,0.667,9,1.05,0.008,1.88,0.0001,0.08,SS
1995,43,60,120 (20),9/4/2021,SEA,@,NYY,"L,3-13",4-GF,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.228,0.261,0.397,0.658,2,0.09,-0.004,0.22,-0.0001,-0.52,SS
1995,44,61,127 (6),9/11/2021,SEA,,MIN,"L,10-12",9-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,0.228,0.261,0.397,0.658,8,,,,,,SS
1995,45,62,128,9/12/2021,SEA,,MIN,"W,14-3",8-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,0.228,0.261,0.397,0.658,8,,,,,,SS
1995,46,63,135 (6),9/20/2021,SEA,,TEX,"W,11-3",9-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,0.228,0.261,0.397,0.658,8,,,,,,SS
1995,47,64,137 (1),9/23/2021,SEA,,OAK,"W,7-0",5-GF,2,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.232,0.264,0.413,0.677,2,0.11,0.025,0.33,0.0004,1.29,SS
1995,48,65,138,9/24/2021,SEA,,OAK,"W,9-8",CG,4,4,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0.232,0.264,0.408,0.672,9,1.31,0.078,3.51,0.0013,0.83,SS
