1995,1,18,10 (9),5/7/2021,SEA,@,CAL,"W,3-2",CG,3,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.333,0.333,0.333,0.667,9,0.85,-0.033,1.31,-0.0003,-0.26,SS
1995,2,19,11,5/9/2021,SEA,@,OAK,"L,5-7",CG,5,4,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.286,0.286,0.286,0.571,9,0.94,0.024,1.39,0.0002,-0.21,SS
1995,3,20,12,5/10/2021,SEA,@,OAK,"L,4-7",CG,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,9,0.63,-0.05,0.92,-0.0004,-0.67,SS
1995,4,21,13,5/11/2021,SEA,@,OAK,"L,1-3",GS-8,2,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.25,0.25,0.333,0.583,9,0.86,0.045,1.25,0.0004,0.25,SS
1995,5,22,15 (1),5/13/2021,SEA,,CHW,"W,6-5",CG,4,4,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.25,0.25,0.313,0.563,9,1.03,0.008,1.27,0.0001,-0.31,SS
1995,6,23,16,5/14/2021,SEA,,CHW,"L,2-10",GS-8,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278,0.278,0.389,0.667,9,0.95,0.04,1.18,0.0003,0.45,SS
1995,7,24,17,5/16/2021,SEA,@,KCR,"L,2-4",CG(5),2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.25,0.25,0.35,0.6,9,1.04,-0.058,1.29,-0.0004,-0.62,SS
1995,8,25,19 (1),5/18/2021,SEA,@,KCR,"L,2-3",11-GF(14),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238,0.238,0.333,0.571,8,1.43,-0.038,1.8,-0.0003,-0.12,PR SS
1995,9,26,23 (3),5/22/2021,SEA,@,DET,"L,8-10",GS-9,4,4,0,3,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0.32,0.32,0.44,0.76,9,1.23,0.274,1.55,0.0021,3.2,SS
1995,10,27,24,5/23/2021,SEA,,BOS,"L,4-5",9-GF(10),0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,0.32,0.32,0.44,0.76,5,,,,,,PR
1995,11,28,25,5/24/2021,SEA,,BOS,"W,15-6",CG,5,5,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0.3,0.3,0.4,0.7,9,0.6,0.039,0.68,0.0003,-0.33,SS
1995,12,29,26,5/25/2021,SEA,,BOS,"W,4-3",CG,3,3,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.424,0.758,7,0.84,0.109,0.98,0.0008,1.1,SS
1995,13,30,39 (12),6/8/2021,SEA,@,BAL,"L,2-8",CG,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.306,0.306,0.389,0.694,9,0.83,-0.075,1.15,-0.0006,-1.05,SS
1995,14,31,40,6/9/2021,SEA,@,NYY,"W,11-1",CG,4,4,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0.3,0.3,0.375,0.675,9,0.63,0.047,0.84,0.0004,0.21,SS
1995,15,32,41,6/10/2021,SEA,@,NYY,"W,3-2",GS-9,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.279,0.279,0.349,0.628,9,0.87,-0.069,1.14,-0.0005,-0.56,SS
1995,16,33,42,6/11/2021,SEA,@,NYY,"L,7-10",CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255,0.255,0.319,0.574,9,0.75,-0.081,1.05,-0.0007,-1.23,SS
1995,17,34,43,6/12/2021,SEA,,KCR,"L,9-10",CG,5,5,2,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.288,0.288,0.404,0.692,9,1.54,0.181,2.15,0.0015,1.21,SS
1995,18,35,44,6/13/2021,SEA,,KCR,"L,1-3",CG,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309,0.309,0.418,0.727,9,1.68,0.087,2.26,0.0007,0.67,SS
1995,19,36,45,6/14/2021,SEA,,KCR,"L,1-2",CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.288,0.288,0.39,0.678,9,2.06,-0.22,2.62,-0.0017,-1.22,SS
