Year,Rk,Gcar,Gtm,Date,Tm,Column1,Opp,Rslt,Inngs,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,BOP,aLI,WPA,acLI,cWPA,RE24,Pos
1999,28,966,28,May 7,NYY,,SEA,"W,10-1",CG,5,4,2,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0.31,0.35,0.457,0.806,4,0.65,-0.058,0.83,-0.0004,-0.17,CF
1999,29,967,29,May 8,NYY,,SEA,"L,5-14",CG,5,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.308,0.352,0.45,0.802,4,0.49,0,0.63,0,-0.25,CF
1999,30,968,30,May 9,NYY,,SEA,"W,6-1",CG,4,4,0,3,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0.323,0.364,0.468,0.831,4,0.49,0.092,0.62,0.0007,1.41,CF
1999,31,969,31,May 11,NYY,,ANA,"L,7-9",CG,5,5,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.318,0.358,0.457,0.815,4,1.39,-0.082,1.73,-0.0006,-0.69,CF
1999,32,970,32,May 12,NYY,,ANA,"L,0-1",CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.308,0.348,0.444,0.791,4,1.85,-0.203,2.4,-0.0016,-1.19,CF
1999,33,971,33,May 13,NYY,,ANA,"L,0-2",CG,4,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.309,0.352,0.441,0.793,4,1.46,0.015,1.94,0.0001,-0.19,CF
1999,34,972,34,May 14,NYY,,CHW,"L,2-8",CG,4,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.309,0.356,0.439,0.795,4,1,0.055,1.38,0.0005,0.59,CF
1999,35,973,35,May 15,NYY,,CHW,"L,4-12",CG,5,4,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.315,0.364,0.441,0.804,4,0.2,0.013,0.27,0.0001,0.69,CF
1999,36,974,36,May 16,NYY,,CHW,"W,2-1",CG,4,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327,0.373,0.449,0.822,4,0.88,0.03,1.17,0.0002,0.34,CF
1999,37,975,37,May 18,NYY,@,BOS,"L,3-6",CG,5,3,1,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0.327,0.38,0.447,0.827,4,1.31,-0.032,2.04,-0.0003,0.31,CF
1999,38,976,38,May 19,NYY,@,BOS,"L,0-6",CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.318,0.371,0.435,0.806,4,0.71,-0.08,1.07,-0.0007,-1.34,CF
1999,39,977,39,May 20,NYY,@,BOS,"W,3-1",CG,4,3,1,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0.318,0.368,0.452,0.821,4,1.06,0.11,1.59,0.001,0.57,CF
1999,40,978,40,May 22 (1),NYY,@,CHW,"W,10-2",CG,5,4,3,4,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0.335,0.386,0.491,0.877,4,0.64,0.232,0.88,0.0019,3.83,CF
1999,41,979,41,May 22 (2),NYY,@,CHW,"L,1-2",CG,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.329,0.383,0.482,0.865,4,2.26,-0.097,3.1,-0.0008,-0.4,CF
1999,42,980,42,May 23,NYY,@,CHW,"W,8-7",CG(10),5,3,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.335,0.395,0.485,0.88,4,1.58,0.24,2.12,0.0019,2.25,CF
1999,43,981,43,May 25,NYY,,BOS,"L,2-5",CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.327,0.386,0.474,0.86,4,1.3,-0.16,2.07,-0.0015,-1.59,CF
1999,44,982,44,May 26,NYY,,BOS,"W,8-3",CG,4,2,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0.329,0.394,0.474,0.868,4,1.03,0.054,1.68,0.0005,1.41,CF
1999,45,983,45,May 27,NYY,,BOS,"W,4-1",CG,4,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.333,0.396,0.475,0.871,4,0.88,-0.053,1.47,-0.0005,-0.02,CF
1999,46,984,46,May 28,NYY,@,TOR,"W,10-6",CG,5,4,2,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.337,0.401,0.481,0.882,4,0.91,0.159,1.41,0.0015,1.38,CF
1999,47,985,47,May 29,NYY,@,TOR,"W,8-3",CG,5,5,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.344,0.406,0.484,0.89,4,0.61,-0.014,0.95,-0.0001,0.44,CF
1999,48,986,48,May 30,NYY,@,TOR,"W,8-3",CG,5,5,0,1,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0.34,0.401,0.482,0.883,3,0.65,-0.018,1.01,-0.0002,-0.16,CF
1999,49,987,49,May 31,NYY,,CLE,"L,1-7",CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.394,0.472,0.865,4,0.66,-0.059,0.93,-0.0005,-1.02,CF
1999,50,988,50,Jun 1,NYY,,CLE,"W,11-5",CG,5,3,2,3,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0.343,0.403,0.495,0.898,4,0.57,0.074,0.82,0.0006,2.28,CF
1999,51,989,51,Jun 2,NYY,,CLE,"L,7-10",CG,5,4,1,2,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0.347,0.407,0.5,0.907,4,0.93,0.132,1.31,0.0011,1.42,CF
1999,52,990,52,Jun 4,NYY,,NYM,"W,4-3",CG,4,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0.341,0.404,0.493,0.897,4,0.89,-0.013,1.19,-0.0001,-0.32,CF
1999,53,991,53,Jun 5,NYY,,NYM,"W,6-3",CG,4,2,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0.343,0.41,0.493,0.903,4,0.69,0.03,0.93,0.0002,0.26,CF
1999,54,992,54,Jun 6,NYY,,NYM,"L,2-7",CG,4,4,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.341,0.408,0.493,0.9,4,0.39,-0.029,0.51,-0.0002,0.21,CF
1999,55,993,55,Jun 7,NYY,@,PHI,"L,5-6",CG,5,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.336,0.407,0.486,0.893,4,2.31,-0.043,3.08,-0.0004,0.02,CF
1999,56,994,56,Jun 8,NYY,@,PHI,"L,5-11",CG,5,4,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0.33,0.403,0.477,0.88,3,0.73,-0.058,0.98,-0.0005,-1.11,CF
1999,57,995,57,Jun 9,NYY,@,PHI,"W,11-5",CG,5,5,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.336,0.407,0.48,0.887,3,0.78,0.14,1.07,0.0012,1.78,CF
1999,58,996,58,Jun 11,NYY,@,FLA,"W,8-4",CG,5,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.329,0.399,0.469,0.869,3,0.78,-0.104,1.03,-0.0008,-1.56,CF
1999,59,997,59,Jun 12,NYY,@,FLA,"W,5-4",CG,4,2,1,1,0,0,1,3,2,0,0,0,0,0,0,0,1,0,0.33,0.405,0.483,0.887,3,1.07,0.174,1.39,0.0014,1.67,CF
1999,60,998,60,Jun 13,NYY,@,FLA,"L,2-8",CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325,0.398,0.474,0.873,3,1.33,-0.147,1.65,-0.0011,-1.41,CF
1999,61,999,61,Jun 14,NYY,,TEX,"W,8-2",CG,5,2,2,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0.331,0.41,0.479,0.888,5,0.53,0.072,0.73,0.0006,1.41,CF
1999,62,1000,62,Jun 15,NYY,,TEX,"W,6-2",CG,4,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.326,0.407,0.473,0.88,4,0.35,0.028,0.47,0.0002,-0.32,CF
1999,63,1001,63,Jun 16,NYY,,TEX,"L,0-3",CG,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.321,0.401,0.465,0.866,4,1.84,-0.186,2.58,-0.0016,-1.65,CF
1999,64,1002,64,Jun 17,NYY,,TEX,"L,2-4",CG,4,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0.318,0.403,0.461,0.864,3,1.38,0.089,1.95,0.0008,0.97,CF
1999,65,1003,65,Jun 18,NYY,,ANA,"W,4-1",CG,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317,0.401,0.458,0.859,2,0.82,0.076,1.18,0.0007,0.8,CF
1999,66,1004,66,Jun 19,NYY,,ANA,"W,6-2",CG,5,4,2,3,2,0,1,2,1,0,1,0,0,0,0,0,0,0,0.324,0.408,0.482,0.89,2,0.72,0.124,0.99,0.001,3.13,CF
1999,67,1005,67,Jun 20,NYY,,ANA,"L,2-4",CG,4,3,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.324,0.409,0.492,0.901,2,0.8,0.11,1.04,0.0009,1.03,CF
1999,68,1006,68,Jun 22,NYY,@,TBD,"W,7-0",CG,5,5,2,4,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0.333,0.415,0.506,0.921,2,0.56,0.164,0.79,0.0014,2.52,CF
1999,69,1007,69,Jun 23,NYY,@,TBD,"W,12-4",CG,6,6,3,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.341,0.42,0.521,0.941,2,0.87,0.087,1.23,0.0007,1.64,CF
1999,70,1008,70,Jun 24,NYY,@,TBD,"W,7-3",CG,5,5,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.342,0.42,0.518,0.938,2,0.53,0.011,0.69,0.0001,-0.3,CF
1999,71,1009,71,Jun 25,NYY,@,BAL,"W,9-8",CG,6,5,3,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.343,0.421,0.516,0.938,2,1.26,0.15,1.68,0.0012,1.13,CF
1999,72,1010,72,Jun 26,NYY,@,BAL,"W,7-4",CG,5,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0.418,0.514,0.932,2,0.74,-0.073,0.91,-0.0005,-0.92,CF
1999,73,1011,73,Jun 27,NYY,@,BAL,"W,6-2",CG,5,5,2,2,0,0,2,2,0,0,1,0,0,0,2,0,0,0,0.341,0.418,0.533,0.951,2,0.66,0.191,0.73,0.0013,2.24,CF
1999,74,1012,74,Jun 29,NYY,,DET,"W,3-0",CG,4,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344,0.419,0.533,0.951,2,0.93,-0.028,0.92,-0.0002,-0.3,CF
1999,75,1013,75,Jun 30,NYY,,DET,"L,2-8",CG,5,3,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.344,0.418,0.531,0.949,2,1.69,-0.15,1.54,-0.0008,-1.1,CF
1999,76,1014,76,Jul 1,NYY,,DET,"W,6-0",CG,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341,0.415,0.525,0.94,2,0.49,-0.038,0.48,-0.0002,-1.04,CF
1999,77,1015,77,Jul 2,NYY,,BAL,"W,2-1",CG,4,2,1,1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0.342,0.419,0.525,0.944,4,0.93,0.122,0.84,0.0007,1.54,CF
1999,78,1016,78,Jul 3,NYY,,BAL,"W,6-5",CG,4,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.343,0.423,0.525,0.948,4,0.84,0.07,0.69,0.0003,0.42,CF
1999,79,1017,79,Jul 4,NYY,,BAL,"L,3-7",CG,4,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.343,0.424,0.523,0.947,4,0.71,0.03,0.51,0.0001,0.4,CF
1999,80,1018,80,Jul 5,NYY,,BAL,"L,1-9",CG,4,4,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0.342,0.422,0.519,0.941,4,0.9,-0.051,0.77,-0.0003,-0.97,CF
1999,81,1019,81,Jul 6,NYY,@,DET,"W,9-8",CG(10),6,6,2,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.345,0.423,0.519,0.942,4,0.93,0.049,0.91,0.0003,-0.46,CF
1999,82,1020,82,Jul 7,NYY,@,DET,"L,4-6",CG,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0.342,0.421,0.514,0.935,4,1.32,-0.094,1.1,-0.0005,-1.36,CF
1999,83,1021,83,Jul 8,NYY,@,DET,"W,3-2",9-GF,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.342,0.423,0.514,0.937,7,1.11,0.038,1,0.0002,0.62,PH CF
1999,84,1022,84,Jul 9,NYY,@,NYM,"L,2-5",CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337,0.418,0.508,0.926,4,1.1,-0.136,0.91,-0.0007,-1.2,CF
1999,85,1023,85,Jul 10,NYY,@,NYM,"L,8-9",CG,5,3,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0.337,0.421,0.506,0.927,2,0.89,-0.02,0.83,-0.0001,-0.18,CF
1999,86,1024,86,Jul 11,NYY,@,NYM,"W,6-3",CG,5,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.336,0.42,0.503,0.923,4,0.89,0.01,0.91,0.0001,-0.13,CF
1999,87,1025,87,Jul 15,NYY,,ATL,"L,2-6",CG,4,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0.334,0.421,0.5,0.921,4,1.02,-0.001,0.89,0,0.08,CF
1999,88,1026,88,Jul 16,NYY,,ATL,"L,7-10",CG,5,5,1,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0.335,0.421,0.507,0.928,4,1.68,0.11,1.63,0.0006,0.34,CF
